payment_id,order_id,payment_date,payment_method,amount,currency
PAY003641,ORD004304,2024-05-06,Wallet,4986.06,GBP
PAY003642,ORD002150,2024-10-30,Debit Card,1087.18,INR
PAY003643,ORD004969,2022-09-02,Net Banking,1212.77,GBP
PAY003644,ORD003321,1973/02/10,Debit Card,3246.4,INR
PAY003645,ORD003389,2023-08-24,Credit Card,2643.0,INR
PAY003646,ORD003167,2023-03-07,Debit Card,4604.72,EUR
PAY003647,ORD001927,2024-09-26,UPI,2723.97,USD
PAY003648,ORD002971,1975/11/01,Debit Card,2812.53,USD
PAY003649,ORD003512,2023-07-19,Wallet,541.05,USD
PAY003650,ORD004810,2023-02-26,Wallet,3256.83,INR
PAY003651,ORD003153,2024-08-17,UPI,3561.85,USD
PAY003652,ORD004127,2024-08-01,Credit Card,3235.71,EUR
PAY003653,ORD003366,2025-03-26,UPI,3036.7,EUR
PAY003654,ORD001073,2023-03-12,Net Banking,2718.3,GBP
PAY003655,ORD003166,2025-03-17,Wallet,1918.96,USD
PAY003656,ORD002462,2024-06-01,UPI,2716.37,EUR
PAY003657,ORD001402,2022-09-23,UPI,2551.36,EUR
PAY003658,ORD004961,2025-01-28,Debit Card,4774.38,INR
PAY003659,ORD000686,2022-09-25,Debit Card,2244.35,GBP
PAY003660,ORD001547,2025-03-13,Wallet,3246.23,INR
PAY003661,ORD003192,2023-09-29,Wallet,2788.63,INR
PAY003662,ORD003116,2024-03-26,Debit Card,4687.24,USD
PAY003663,ORD003164,2000/12/22,Wallet,2635.53,USD
PAY003664,ORD001333,2024-11-20,Credit Card,4505.05,EUR
PAY003665,ORD003706,2024-08-10,Net Banking,3214.64,GBP
PAY003666,ORD003688,2024-11-08,Net Banking,843.73,EUR
PAY003667,ORD004420,1977/11/11,UPI,3065.45,EUR
PAY003668,ORD000658,2022-12-04,UPI,754.16,INR
PAY003669,ORD003031,1984/05/08,Credit Card,4952.97,GBP
PAY003670,ORD000944,2025-08-19,Debit Card,2192.8,GBP
PAY003671,ORD000233,2024-04-14,Net Banking,3510.69,INR
PAY003672,ORD001271,2023-08-25,Debit Card,2219.24,INR
PAY003673,ORD003462,2022-10-04,Net Banking,88.78,INR
PAY003674,ORD003964,2022-10-16,Credit Card,4930.9,USD
PAY003675,ORD000755,2023-06-05,Debit Card,2288.27,INR
PAY003676,ORD002868,2023-07-10,Net Banking,4866.02,EUR
PAY003677,ORD004791,2023-04-07,Net Banking,2987.61,GBP
PAY003678,ORD003302,2024-06-28,Wallet,514.25,USD
PAY003679,ORD004068,2023-07-04,Debit Card,1054.52,GBP
PAY003680,ORD002457,2023-11-16,Net Banking,1818.91,USD
PAY003681,ORD000372,2024-08-03,Net Banking,3945.09,EUR
PAY003682,ORD000502,2023-12-22,Net Banking,429.21,EUR
PAY003683,ORD000312,2024-08-28,Credit Card,2638.3,USD
PAY003684,ORD002879,2023-07-03,Wallet,4056.64,INR
PAY003685,ORD003993,2023-06-11,Credit Card,2252.19,INR
PAY003686,ORD004563,2024-04-30,Credit Card,4818.31,INR
PAY003687,ORD000110,2025-01-17,UPI,77.53,EUR
PAY003688,ORD002200,2023-05-22,Net Banking,4435.68,INR
PAY003689,ORD002036,2024-11-05,UPI,4640.54,USD
PAY003690,ORD001159,2022-10-24,UPI,3911.35,EUR
PAY003691,ORD003869,2024-08-27,UPI,2873.99,GBP
PAY003692,ORD001210,1987/06/21,Debit Card,4475.8,GBP
PAY003693,ORD004051,2025-01-07,Net Banking,4569.61,GBP
PAY003694,ORD004006,2023-02-16,Wallet,1651.31,GBP
PAY003695,ORD001329,2023-12-22,Net Banking,1535.48,USD
PAY003696,ORD003062,2023-07-06,Credit Card,4793.51,USD
PAY003697,ORD001660,2023-08-21,Credit Card,920.05,USD
PAY003698,ORD002335,2023-02-04,Net Banking,2958.42,GBP
PAY003699,ORD000318,2022-09-14,Wallet,2348.99,USD
PAY003700,ORD000533,2023-05-08,Wallet,868.26,USD
PAY003701,ORD002065,2025-03-10,Credit Card,949.56,USD
PAY003702,ORD001611,1996/06/09,Wallet,2363.16,GBP
PAY003703,ORD002341,2025-06-20,Credit Card,4582.18,USD
PAY003704,ORD001432,2024-09-04,UPI,3141.73,EUR
PAY003705,ORD000677,2023-10-21,Wallet,357.22,INR
PAY003706,ORD002430,2025-04-07,Wallet,4018.01,INR
PAY003707,ORD002281,2002/03/09,Wallet,4078.29,EUR
PAY003708,ORD000482,2023-03-23,Net Banking,2477.36,GBP
PAY003709,ORD003445,2024-09-07,Debit Card,2544.63,EUR
PAY003710,ORD004107,2025-05-16,UPI,4446.12,USD
PAY003711,ORD000916,2024-05-15,Wallet,3266.75,USD
PAY003712,ORD001090,2024-08-04,Wallet,4579.93,USD
PAY003713,ORD002894,2023-07-18,Wallet,1714.21,GBP
PAY003714,ORD002472,2023-12-15,Net Banking,163.15,GBP
PAY003715,ORD000406,2023-02-06,Wallet,,USD
PAY003716,ORD003638,2025-06-28,UPI,2230.97,GBP
PAY003717,ORD001660,2025-01-25,Net Banking,3208.66,USD
PAY003718,ORD002985,2025-01-13,Credit Card,329.22,USD
PAY003719,ORD002850,2022-11-03,Wallet,3519.24,INR
PAY003720,ORD001734,2013/07/18,Debit Card,4352.41,USD
PAY003721,ORD002784,2024-03-14,Net Banking,,GBP
PAY003722,ORD001705,2025-08-21,UPI,1965.85,USD
PAY003723,ORD001926,2023-08-09,Credit Card,4824.27,INR
PAY003724,ORD001758,2024-03-12,Net Banking,1185.6,INR
PAY003725,ORD003048,2023-05-30,UPI,1522.61,GBP
PAY003726,ORD003519,2023-05-23,UPI,4754.54,USD
PAY003727,ORD004617,2023-08-26,Debit Card,,INR
PAY003728,ORD004140,2023-11-07,Wallet,1727.8,EUR
PAY003729,ORD001661,2023-10-12,UPI,2922.82,EUR
PAY003730,ORD001837,2023-09-13,Wallet,4808.38,USD
PAY003731,ORD000102,2025-07-31,Net Banking,911.13,INR
PAY003732,ORD004768,2023-10-30,Debit Card,2397.08,INR
PAY003733,ORD002758,2023-03-29,UPI,1767.5,EUR
PAY003734,ORD004169,2025-05-15,Wallet,3976.25,EUR
PAY003735,ORD000132,2022-11-06,UPI,,INR
PAY003736,ORD002637,2014/10/19,Net Banking,4416.23,INR
PAY003737,ORD000790,2023-08-03,Wallet,1784.29,USD
PAY003738,ORD000610,2025-08-17,Net Banking,4607.39,GBP
PAY003739,ORD000828,2023-06-04,Net Banking,589.56,GBP
PAY003740,ORD002203,2024-03-29,Net Banking,3567.02,GBP
PAY003741,ORD004310,2025-07-13,Credit Card,4380.3,GBP
PAY003742,ORD001775,2022-09-03,Wallet,2038.46,GBP
PAY003743,ORD004683,2025-04-11,Debit Card,1645.34,USD
PAY003744,ORD003771,2025-05-23,Wallet,2491.47,GBP
PAY003745,ORD001041,2022-12-12,Wallet,2293.98,INR
PAY003746,ORD002349,2014/06/12,Net Banking,3927.7,INR
PAY003747,ORD000513,2025-08-23,Net Banking,1241.88,USD
PAY003748,ORD002843,2025-04-11,UPI,,EUR
PAY003749,ORD000061,2025-05-06,Wallet,1494.7,EUR
PAY003750,ORD002541,2023-06-04,UPI,2270.02,USD
PAY003751,ORD001809,2023-01-12,Wallet,73.72,GBP
PAY003752,ORD000114,2025-01-17,UPI,4629.73,EUR
PAY003753,ORD004380,2024-01-22,Net Banking,2815.91,USD
PAY003754,ORD002028,2024/09/14,Debit Card,4347.97,EUR
PAY003755,ORD000230,2022-11-25,UPI,2173.01,GBP
PAY003756,ORD001680,2022-11-11,Wallet,3738.34,GBP
PAY003757,ORD004686,2022-09-28,Credit Card,3781.5,GBP
PAY003758,ORD004994,2024-05-22,Debit Card,2471.4,GBP
PAY003759,ORD000036,2023-04-10,Wallet,4740.55,GBP
PAY003760,ORD000651,2024-09-06,Wallet,3976.02,INR
PAY003761,ORD000120,2025-02-14,UPI,2543.46,GBP
PAY003762,ORD002973,2024-02-24,Wallet,1479.55,EUR
PAY003763,ORD002331,2024-11-04,Wallet,2881.12,INR
PAY003764,ORD003990,2022/10/28,Net Banking,4474.62,EUR
PAY003765,ORD003760,2023-03-18,Credit Card,3116.6,EUR
PAY003766,ORD001108,2024-06-24,UPI,2133.45,INR
PAY003767,ORD002618,2023-03-03,Debit Card,3425.58,GBP
PAY003768,ORD002998,2023-06-05,UPI,4805.57,USD
PAY003769,ORD004501,2025-04-27,Credit Card,2346.36,USD
PAY003770,ORD003200,2023-05-11,Wallet,373.02,EUR
PAY003771,ORD001258,1973/09/01,Credit Card,1102.17,USD
PAY003772,ORD000395,2022-11-12,Debit Card,4584.96,EUR
PAY003773,ORD002060,2023-04-07,Debit Card,3833.28,GBP
PAY003774,ORD000939,2023-11-22,UPI,874.92,EUR
PAY003775,ORD000032,2023-05-23,Credit Card,,EUR
PAY003776,ORD002254,2004/04/24,Wallet,4078.49,EUR
PAY003777,ORD004824,2024-05-15,Debit Card,3481.86,EUR
PAY003778,ORD004099,2025-03-29,Wallet,,USD
PAY003779,ORD003549,2022-12-11,UPI,376.8,GBP
PAY003780,ORD003860,2022-09-18,Credit Card,3117.57,INR
PAY003781,ORD003770,2019/11/18,Wallet,2488.87,USD
PAY003782,ORD000130,2025-01-03,UPI,1039.06,INR
PAY003783,ORD000869,1970/07/13,Debit Card,,INR
PAY003784,ORD004202,2023-09-09,Credit Card,2995.49,INR
PAY003785,ORD000738,2023-01-30,Debit Card,745.13,USD
PAY003786,ORD002471,2025-04-18,UPI,26.84,GBP
PAY003787,ORD000165,2022-09-25,UPI,2654.41,EUR
PAY003788,ORD001691,2024-07-28,Credit Card,699.24,USD
PAY003789,ORD004572,2024-07-24,Wallet,4672.9,EUR
PAY003790,ORD002376,2023-12-06,Net Banking,4978.13,EUR
PAY003791,ORD002367,2025-01-05,Debit Card,3566.82,GBP
PAY003792,ORD002594,2024-12-04,UPI,3541.64,EUR
PAY003793,ORD001800,2023-08-14,Debit Card,29.66,INR
PAY003794,ORD001543,2025-07-30,Net Banking,2330.64,USD
PAY003795,ORD002422,2022-11-05,Debit Card,4544.36,INR
PAY003796,ORD002433,1974/11/02,Net Banking,3227.18,INR
PAY003797,ORD004404,2022-09-14,Credit Card,1127.63,INR
PAY003798,ORD003183,2023-08-10,UPI,3937.95,EUR
PAY003799,ORD003130,2025-06-05,Net Banking,1216.35,INR
PAY003800,ORD000957,2023-03-10,Net Banking,3073.57,INR
PAY003801,ORD002829,2023-01-21,Credit Card,2423.71,GBP
PAY003802,ORD000291,2023-04-28,Wallet,3674.21,GBP
PAY003803,ORD000153,2024-09-30,Wallet,250.21,GBP
PAY003804,ORD004088,2023-09-26,Debit Card,2998.53,USD
PAY003805,ORD004254,2024-03-21,UPI,3774.17,GBP
PAY003806,ORD000799,2023-02-17,UPI,1122.42,EUR
PAY003807,ORD002840,2023-08-22,Wallet,1626.48,USD
PAY003808,ORD000218,2025-07-05,Wallet,2429.61,EUR
PAY003809,ORD002224,2025-05-03,Net Banking,1356.89,INR
PAY003810,ORD004497,2024-03-30,Wallet,4986.51,USD
PAY003811,ORD002195,2025-05-21,Debit Card,836.33,INR
PAY003812,ORD002998,2023-01-03,Debit Card,1458.61,GBP
PAY003813,ORD001126,2025-04-02,Wallet,4127.54,EUR
PAY003814,ORD003306,2022-12-23,UPI,2614.08,EUR
PAY003815,ORD001126,2023-01-30,UPI,3415.81,INR
PAY003816,ORD000822,2023-12-12,Wallet,3440.91,GBP
PAY003817,ORD001969,2022-10-11,Debit Card,1743.37,USD
PAY003818,ORD003451,2024-05-24,Debit Card,4847.87,INR
PAY003819,ORD000597,2023-08-25,Credit Card,4058.93,INR
PAY003820,ORD003193,2025-08-01,Credit Card,,GBP
PAY003821,ORD002546,2022-10-11,Debit Card,1849.88,INR
PAY003822,ORD004539,2022/02/01,Debit Card,4851.61,GBP
PAY003823,ORD000435,2024-04-17,Net Banking,380.63,EUR
PAY003824,ORD001343,1971/02/15,Debit Card,788.97,GBP
PAY003825,ORD002764,2024-08-25,Credit Card,3860.48,GBP
PAY003826,ORD001151,2024-03-21,UPI,4616.16,USD
PAY003827,ORD002784,2023-08-12,Wallet,1945.75,EUR
PAY003828,ORD000971,2022-10-18,Credit Card,4313.78,USD
PAY003829,ORD004927,2023-02-10,Credit Card,3379.82,USD
PAY003830,ORD003907,1997/01/30,UPI,3249.51,EUR
PAY003831,ORD001064,2024-06-25,Wallet,3670.55,GBP
PAY003832,ORD001412,2024-10-27,UPI,3536.61,EUR
PAY003833,ORD002372,2006/09/01,Wallet,862.28,EUR
PAY003834,ORD000190,2024-07-15,Wallet,4146.91,EUR
PAY003835,ORD000695,2025-06-03,Wallet,4940.93,EUR
PAY003836,ORD000482,2024/06/02,Debit Card,100.87,GBP
PAY003837,ORD000080,2025-07-11,Debit Card,1855.7,USD
PAY003838,ORD003030,2024-02-21,Credit Card,975.58,USD
PAY003839,ORD003177,2024-12-14,Wallet,,EUR
PAY003840,ORD003740,2023-11-14,Net Banking,1850.37,INR
PAY003841,ORD000266,2024-08-27,Credit Card,1758.79,INR
PAY003842,ORD001366,2024-01-12,Debit Card,3099.0,GBP
PAY003843,ORD001108,1977/03/27,Debit Card,2509.86,EUR
PAY003844,ORD004638,2024-04-27,Credit Card,2184.04,GBP
PAY003845,ORD001311,2024-05-15,Credit Card,471.59,INR
PAY003846,ORD000747,1982/10/07,UPI,1066.23,USD
PAY003847,ORD004577,2025-04-19,Credit Card,806.61,INR
PAY003848,ORD002999,2024-10-03,UPI,4028.2,EUR
PAY003849,ORD003541,2023-12-03,Net Banking,1833.75,INR
PAY003850,ORD000745,2023-05-27,Wallet,4432.33,INR
PAY003851,ORD002321,1992/11/21,Credit Card,2867.02,GBP
PAY003852,ORD002698,2024-08-29,Credit Card,4765.12,USD
PAY003853,ORD003524,2024-05-19,Net Banking,3413.52,USD
PAY003854,ORD001499,2025-08-17,Wallet,2401.8,INR
PAY003855,ORD001579,2025-06-10,Wallet,4055.43,GBP
PAY003856,ORD000003,2023-03-02,Wallet,1482.52,GBP
PAY003857,ORD002829,2023-09-02,UPI,,EUR
PAY003858,ORD002934,1997/03/21,Credit Card,4401.06,EUR
PAY003859,ORD002992,1973/05/19,Credit Card,4533.04,GBP
PAY003860,ORD001345,2024-04-09,Net Banking,4332.49,EUR
PAY003861,ORD000362,1978/03/05,Net Banking,4552.97,EUR
PAY003862,ORD000450,2022-12-29,UPI,2335.65,INR
PAY003863,ORD003662,2023-02-17,Debit Card,4700.45,INR
PAY003864,ORD004292,2022-11-25,UPI,749.06,EUR
PAY003865,ORD002538,2023-04-17,Debit Card,206.97,INR
PAY003866,ORD002175,2024-12-24,UPI,2284.63,USD
PAY003867,ORD000859,2025-06-25,Net Banking,,USD
PAY003868,ORD000674,2022-10-22,Credit Card,3242.53,EUR
PAY003869,ORD002817,2024-02-28,Net Banking,4218.3,GBP
PAY003870,ORD004866,2025-03-25,Net Banking,3791.87,INR
PAY003871,ORD000816,2025-05-25,Credit Card,3335.82,GBP
PAY003872,ORD000200,2023-02-08,Wallet,4153.44,USD
PAY003873,ORD001975,2024-05-28,Debit Card,2773.56,GBP
PAY003874,ORD001432,2013/04/15,Net Banking,4351.7,INR
PAY003875,ORD003580,2024-01-24,Debit Card,2143.87,INR
PAY003876,ORD002169,2022-09-20,UPI,750.53,USD
PAY003877,ORD001453,2025-05-13,Credit Card,1607.45,EUR
PAY003878,ORD003959,2025-01-31,UPI,,EUR
PAY003879,ORD003645,2024-01-02,UPI,1889.92,INR
PAY003880,ORD002286,2025-01-30,UPI,4905.06,INR
PAY003881,ORD002313,2023-03-16,UPI,4240.52,INR
PAY003882,ORD003056,2024-06-01,Net Banking,3434.14,USD
PAY003883,ORD004520,2024-07-29,UPI,1821.22,GBP
PAY003884,ORD004694,2024-08-19,UPI,2672.22,GBP
PAY003885,ORD000037,2022-09-20,UPI,1083.95,USD
PAY003886,ORD001770,2023-08-22,Wallet,27.68,EUR
PAY003887,ORD000017,2023-04-03,Credit Card,699.31,INR
PAY003888,ORD000074,2014/07/04,Credit Card,48.79,GBP
PAY003889,ORD003852,2025-08-25,Wallet,703.75,GBP
PAY003890,ORD001990,1994/11/20,Credit Card,4664.18,USD
PAY003891,ORD003969,2025-02-14,Debit Card,2987.8,INR
PAY003892,ORD000688,2024-09-22,Wallet,3676.6,USD
PAY003893,ORD003115,2025-05-09,Net Banking,1338.09,GBP
PAY003894,ORD003701,2022-10-13,Wallet,,INR
PAY003895,ORD004523,2023-06-14,Debit Card,4061.91,USD
PAY003896,ORD004692,2024-11-25,Wallet,1180.06,GBP
PAY003897,ORD001676,2025-05-21,Credit Card,1473.31,INR
PAY003898,ORD002077,2022-11-27,Debit Card,2505.89,GBP
PAY003899,ORD002839,2024-09-01,UPI,2543.41,GBP
PAY003900,ORD002369,2022-09-22,Credit Card,2217.9,EUR
PAY003901,ORD002496,2023-03-17,Credit Card,2864.35,INR
PAY003902,ORD004976,2023-10-25,Net Banking,3730.74,INR
PAY003903,ORD003658,2025-04-07,Net Banking,3118.51,EUR
PAY003904,ORD000416,2024-04-05,Wallet,,GBP
PAY003905,ORD004156,2024-07-02,Net Banking,2264.03,USD
PAY003906,ORD003779,2025-02-25,Net Banking,2175.61,USD
PAY003907,ORD003857,2024-01-26,Wallet,1548.45,USD
PAY003908,ORD003375,2023-12-22,Debit Card,1933.32,USD
PAY003909,ORD000667,2023-04-05,Credit Card,979.96,EUR
PAY003910,ORD003475,2023-05-28,Credit Card,976.72,EUR
PAY003911,ORD000576,2025-02-05,Net Banking,453.58,EUR
PAY003912,ORD003094,2024-11-22,Wallet,1121.38,EUR
PAY003913,ORD003209,1991/04/30,Net Banking,3955.91,EUR
PAY003914,ORD000048,2024-02-27,UPI,2371.26,EUR
PAY003915,ORD000755,2024-03-08,Debit Card,2430.99,INR
PAY003916,ORD002510,2025-06-26,UPI,91.04,INR
PAY003917,ORD000559,2022-12-07,Credit Card,2208.95,USD
PAY003918,ORD000306,2023-12-06,Wallet,665.13,INR
PAY003919,ORD002243,2014/10/13,Debit Card,27.19,INR
PAY003920,ORD003891,2024-04-07,Debit Card,1907.28,INR
PAY003921,ORD003735,2022-09-09,Wallet,3435.87,USD
PAY003922,ORD002747,2024-12-21,Credit Card,4194.34,USD
PAY003923,ORD001566,2022-09-29,Net Banking,2101.52,GBP
PAY003924,ORD003849,2022-12-15,Debit Card,,EUR
PAY003925,ORD001521,2022-09-07,UPI,4071.93,INR
PAY003926,ORD003032,2023-11-17,Net Banking,4006.77,GBP
PAY003927,ORD001690,2025-05-19,Credit Card,4868.74,INR
PAY003928,ORD004506,2023-07-03,Wallet,1880.87,INR
PAY003929,ORD004120,2023-11-10,Debit Card,3432.37,EUR
PAY003930,ORD001382,2022/02/24,Credit Card,2320.44,GBP
PAY003931,ORD001925,2024-11-27,Debit Card,4377.46,USD
PAY003932,ORD001119,2023-03-09,Net Banking,1649.08,EUR
PAY003933,ORD000350,1974/12/10,Wallet,4276.79,INR
PAY003934,ORD004918,2025-06-04,UPI,4864.8,GBP
PAY003935,ORD000779,2023-04-11,Wallet,,EUR
PAY003936,ORD002113,2024-09-22,Wallet,3752.93,USD
PAY003937,ORD001319,2025-05-04,Credit Card,452.43,EUR
PAY003938,ORD003657,2015/09/10,Debit Card,,GBP
PAY003939,ORD002113,2022-11-19,Credit Card,640.38,INR
PAY003940,ORD002359,2011/10/02,Wallet,60.04,USD
PAY003941,ORD004202,2025-01-23,Debit Card,1440.32,INR
PAY003942,ORD001633,2023-07-27,Net Banking,3886.71,EUR
PAY003943,ORD002009,2023-01-13,Credit Card,4087.39,EUR
PAY003944,ORD003903,2023-02-26,Credit Card,807.48,GBP
PAY003945,ORD000976,2024-06-20,UPI,587.61,GBP
PAY003946,ORD001167,2023-03-06,Net Banking,2259.16,GBP
PAY003947,ORD001376,2024-06-26,Net Banking,67.96,USD
PAY003948,ORD003358,2024-06-19,Wallet,1515.55,USD
PAY003949,ORD003433,2024-11-09,Debit Card,2774.39,USD
PAY003950,ORD003698,2025-06-14,UPI,749.81,USD
PAY003951,ORD000164,2021/01/17,Credit Card,2673.53,USD
PAY003952,ORD002405,2025-02-02,Credit Card,4927.41,EUR
PAY003953,ORD003312,2023-06-20,Credit Card,104.2,GBP
PAY003954,ORD000986,2024-08-07,Wallet,2061.4,EUR
PAY003955,ORD000525,2023-10-31,UPI,2826.17,EUR
PAY003956,ORD000741,2023-11-14,Net Banking,4611.84,USD
PAY003957,ORD004436,1977/03/11,Debit Card,2471.95,GBP
PAY003958,ORD004348,2024-03-18,Credit Card,4840.27,GBP
PAY003959,ORD004481,2024-04-08,Debit Card,,GBP
PAY003960,ORD000414,2024-11-15,Net Banking,133.32,INR
PAY003961,ORD004122,2024-05-22,Credit Card,2219.98,USD
PAY003962,ORD000386,2025-02-08,Credit Card,513.74,INR
PAY003963,ORD000282,2024-08-04,Net Banking,2788.07,INR
PAY003964,ORD002498,2024-04-22,Credit Card,303.24,EUR
PAY003965,ORD000388,2024-04-21,Credit Card,,USD
PAY003966,ORD002967,2024-11-30,Wallet,2302.69,EUR
PAY003967,ORD000150,1998/09/17,UPI,4840.37,INR
PAY003968,ORD002617,2023-12-29,Wallet,3945.44,EUR
PAY003969,ORD003530,2006/06/05,Debit Card,4662.23,EUR
PAY003970,ORD002169,2024-04-16,Credit Card,2377.22,USD
PAY003971,ORD001147,2025-06-20,UPI,418.0,INR
PAY003972,ORD001891,2018/07/24,Wallet,826.84,INR
PAY003973,ORD002622,2024-02-07,Debit Card,1189.96,INR
PAY003974,ORD000172,2022-09-16,UPI,1917.04,INR
PAY003975,ORD003982,2022-11-27,Credit Card,1115.81,INR
PAY003976,ORD002016,2025-06-01,Debit Card,1655.18,USD
PAY003977,ORD000044,2024-03-14,Credit Card,1169.36,INR
PAY003978,ORD004536,2023-04-20,Wallet,4314.38,GBP
PAY003979,ORD000489,2011/10/23,Net Banking,220.42,INR
PAY003980,ORD004555,2025-02-20,Wallet,3741.21,EUR
PAY003981,ORD003877,2024-03-12,Wallet,2066.97,GBP
PAY003982,ORD004155,2024-08-12,Debit Card,,GBP
PAY003983,ORD002827,2025-01-16,Credit Card,3173.84,INR
PAY003984,ORD002498,2023-10-02,Wallet,2415.47,GBP
PAY003985,ORD000063,2025-06-27,Net Banking,4519.37,USD
PAY003986,ORD003458,2024-02-07,Debit Card,3288.91,GBP
PAY003987,ORD004321,2022-11-27,Net Banking,4590.77,INR
PAY003988,ORD003271,2023-02-02,UPI,3078.11,USD
PAY003989,ORD001496,2024-05-15,Debit Card,2362.89,INR
PAY003990,ORD001833,2023-07-23,Wallet,4189.7,EUR
PAY003991,ORD002210,2023-07-07,UPI,4805.27,INR
PAY003992,ORD000630,2022-11-03,Wallet,3486.36,GBP
PAY003993,ORD003769,2019/12/28,Wallet,505.0,INR
PAY003994,ORD002162,2025-04-22,Debit Card,2668.25,USD
PAY003995,ORD002598,2024-11-06,Wallet,4438.64,USD
PAY003996,ORD000869,2024-08-23,Credit Card,3131.39,EUR
PAY003997,ORD003518,2024-04-19,Net Banking,2032.14,USD
PAY003998,ORD003182,2023-03-08,Wallet,4530.75,GBP
PAY003999,ORD001696,2023-05-17,Debit Card,1618.75,EUR
PAY004000,ORD003021,2023-10-13,UPI,2172.9,USD
PAY004001,ORD001585,2024-10-26,Wallet,3332.62,GBP
PAY004002,ORD001495,2024-08-31,Debit Card,2780.12,EUR
PAY004003,ORD003058,2024-12-23,Net Banking,2985.93,GBP
PAY004004,ORD003194,2024-08-27,UPI,4730.34,EUR
PAY004005,ORD004026,2025/05/24,Credit Card,4434.53,EUR
PAY004006,ORD001408,2023-05-12,Net Banking,2982.35,EUR
PAY004007,ORD001555,2024-07-09,Credit Card,268.99,INR
PAY004008,ORD002970,1993/07/02,UPI,4032.22,USD
PAY004009,ORD000481,2023-03-13,Debit Card,4210.08,GBP
PAY004010,ORD001635,2024-01-21,Net Banking,1565.08,GBP
PAY004011,ORD003373,2023-08-02,Debit Card,3905.28,GBP
PAY004012,ORD001828,2024-08-06,Net Banking,2315.96,INR
PAY004013,ORD004572,2023-11-10,UPI,285.64,GBP
PAY004014,ORD000715,2025-06-22,Credit Card,1605.11,INR
PAY004015,ORD002101,2025-04-14,Wallet,4168.48,EUR
PAY004016,ORD004729,2023-07-05,Debit Card,1385.61,EUR
PAY004017,ORD003833,2024-09-12,UPI,1430.25,USD
PAY004018,ORD001867,2024-06-06,Wallet,416.11,USD
PAY004019,ORD000151,2024-09-28,UPI,327.34,GBP
PAY004020,ORD004291,2023-07-14,Debit Card,,GBP
PAY004021,ORD004769,2024-12-04,Net Banking,4791.69,EUR
PAY004022,ORD003776,2024-02-04,Credit Card,2616.76,EUR
PAY004023,ORD003907,2024-02-19,Wallet,2222.87,USD
PAY004024,ORD002784,2023-05-06,Credit Card,1732.2,INR
PAY004025,ORD003547,2022-10-19,UPI,4594.95,GBP
PAY004026,ORD000885,2022-12-28,Debit Card,597.8,INR
PAY004027,ORD003457,2023-10-26,Wallet,1100.13,EUR
PAY004028,ORD001844,2024-04-24,Wallet,859.67,EUR
PAY004029,ORD000950,2023-02-16,Credit Card,3955.5,USD
PAY004030,ORD001007,2023-05-07,Net Banking,,GBP
PAY004031,ORD001765,2023-07-19,Net Banking,4872.28,EUR
PAY004032,ORD001103,2025-05-12,Wallet,4561.55,INR
PAY004033,ORD002062,2023-12-06,Net Banking,419.56,EUR
PAY004034,ORD002221,2025-02-28,UPI,4697.28,EUR
PAY004035,ORD003699,2000/12/15,Debit Card,4007.69,GBP
PAY004036,ORD003588,2024-02-22,Wallet,1757.96,INR
PAY004037,ORD000076,2023-09-25,Debit Card,4826.66,GBP
PAY004038,ORD002183,2025-01-25,Net Banking,3163.36,EUR
PAY004039,ORD000975,2024-12-02,Net Banking,4005.0,USD
PAY004040,ORD001850,2024-10-24,UPI,1285.7,EUR
PAY004041,ORD001997,2023-02-09,Debit Card,4778.23,EUR
PAY004042,ORD004526,2023-12-30,Credit Card,2098.67,INR
PAY004043,ORD000741,2005/09/04,Credit Card,82.72,USD
PAY004044,ORD001152,2025-08-18,Wallet,2480.07,EUR
PAY004045,ORD001459,2007/03/03,UPI,2826.03,GBP
PAY004046,ORD004584,2025-04-26,Debit Card,4019.12,INR
PAY004047,ORD001275,2022-10-19,Wallet,2401.51,INR
PAY004048,ORD001086,2023-07-12,Credit Card,3189.49,EUR
PAY004049,ORD001362,2023-12-18,Net Banking,2431.68,INR
PAY004050,ORD004320,2025-02-24,UPI,123.0,GBP
PAY004051,ORD002792,2024-04-27,Net Banking,2903.95,USD
PAY004052,ORD001725,2023-06-10,Debit Card,4201.4,INR
PAY004053,ORD002680,1983/06/19,UPI,2907.0,EUR
PAY004054,ORD001445,1991/01/04,Net Banking,1862.22,EUR
PAY004055,ORD001772,2024-11-27,Wallet,3116.65,INR
PAY004056,ORD002475,2025-03-23,UPI,3996.9,INR
PAY004057,ORD000564,2023-02-08,Debit Card,2934.98,INR
PAY004058,ORD002550,2001/07/30,UPI,1611.73,USD
PAY004059,ORD004373,2025-07-01,Wallet,1680.3,EUR
PAY004060,ORD001439,2025-07-28,Net Banking,241.91,USD
PAY004061,ORD004103,2023-04-21,Wallet,491.66,EUR
PAY004062,ORD000934,2003/03/02,Credit Card,3429.18,GBP
PAY004063,ORD004423,2023-07-21,Debit Card,4191.89,GBP
PAY004064,ORD002310,2023-11-15,Credit Card,316.42,EUR
PAY004065,ORD004845,2023-10-30,Debit Card,94.22,GBP
PAY004066,ORD000902,2024-06-10,Wallet,4722.98,USD
PAY004067,ORD002180,2024-10-29,Credit Card,,EUR
PAY004068,ORD000873,2024-08-08,UPI,4822.23,USD
PAY004069,ORD001981,2024-09-04,Net Banking,2299.73,INR
PAY004070,ORD003239,2023-03-30,UPI,1907.99,USD
